site_name,site_number,sampling_date,transect_number,distance_from_upper_transect,number_of_individuals_in_sample,species_id,species,length,mass,notes
Magic,2,9-Aug-22,1,5,41,TRTR,Traskorchestia traskiana,9.04,0.0204,NA
Magic,2,9-Aug-22,1,5,41,TRTR,Traskorchestia traskiana,5.53,0.0056,NA
Magic,2,9-Aug-22,1,5,41,TRTR,Traskorchestia traskiana,11.47,0.0371,NA
Magic,2,9-Aug-22,1,5,41,TRTR,Traskorchestia traskiana,6.87,0.0078,NA
Magic,2,9-Aug-22,1,5,41,TRTR,Traskorchestia traskiana,11.02,0.0308,NA
Magic,2,9-Aug-22,1,5,41,TRTR,Traskorchestia traskiana,10.33,0.0252,NA
Magic,2,9-Aug-22,1,5,41,TRTR,Traskorchestia traskiana,NA,NA,NA
Magic,2,9-Aug-22,1,5,41,TRTR,Traskorchestia traskiana,10.44,0.0286,NA
Magic,2,9-Aug-22,1,5,41,TRTR,Traskorchestia traskiana,11.3,0.0347,NA
Magic,2,9-Aug-22,1,5,41,TRTR,Traskorchestia traskiana,11.24,0.0349,NA
Magic,2,9-Aug-22,1,5,41,TRTR,Traskorchestia traskiana,12.39,0.0375,NA
Magic,2,9-Aug-22,1,5,41,TRTR,Traskorchestia traskiana,10.31,0.0238,NA
Magic,2,9-Aug-22,1,5,41,TRTR,Traskorchestia traskiana,11.5,0.0378,NA
Magic,2,9-Aug-22,1,5,41,TRTR,Traskorchestia traskiana,10.32,0.0255,NA
Magic,2,9-Aug-22,1,5,41,TRTR,Traskorchestia traskiana,6.03,0.0053,NA
Magic,2,9-Aug-22,1,5,41,TRTR,Traskorchestia traskiana,10.11,0.0274,NA
Magic,2,9-Aug-22,1,5,41,TRTR,Traskorchestia traskiana,10.37,0.0488,NA
Magic,2,9-Aug-22,1,5,41,TRTR,Traskorchestia traskiana,11.95,0.0568,NA
Magic,2,9-Aug-22,1,5,41,TRTR,Traskorchestia traskiana,10.62,0.0241,NA
Magic,2,9-Aug-22,1,5,41,TRTR,Traskorchestia traskiana,10.15,0.0387,NA
Magic,2,9-Aug-22,1,5,41,TRTR,Traskorchestia traskiana,7.15,0.01,NA
Magic,2,9-Aug-22,1,5,41,TRTR,Traskorchestia traskiana,5.66,0.0093,NA
Magic,2,9-Aug-22,1,5,41,TRTR,Traskorchestia traskiana,10.51,0.0237,NA
Magic,2,9-Aug-22,1,5,41,TRTR,Traskorchestia traskiana,8.12,0.0224,NA
Magic,2,9-Aug-22,1,5,41,TRTR,Traskorchestia traskiana,10.91,0.0298,NA
Magic,2,9-Aug-22,1,5,41,TRTR,Traskorchestia traskiana,10.89,0.0261,NA
Magic,2,9-Aug-22,1,5,41,TRTR,Traskorchestia traskiana,11.02,0.0263,NA
Magic,2,9-Aug-22,1,5,41,TRTR,Traskorchestia traskiana,11.92,0.0418,NA
Magic,2,9-Aug-22,1,5,41,TRTR,Traskorchestia traskiana,11.71,0.0307,NA
Magic,2,9-Aug-22,1,5,41,TRTR,Traskorchestia traskiana,6.86,0.0069,NA
Magic,2,9-Aug-22,1,5,41,TRTR,Traskorchestia traskiana,5.81,0.004,NA
Magic,2,9-Aug-22,1,5,41,TRTR,Traskorchestia traskiana,6.31,0.0053,NA
Magic,2,9-Aug-22,1,5,41,TRTR,Traskorchestia traskiana,10.8,0.0217,NA
Magic,2,9-Aug-22,1,5,41,TRTR,Traskorchestia traskiana,NA,NA,NA
Magic,2,9-Aug-22,1,5,41,TRTR,Traskorchestia traskiana,5.89,0.0043,NA
Magic,2,9-Aug-22,1,5,41,TRTR,Traskorchestia traskiana,10.6,0.0243,NA
Magic,2,9-Aug-22,1,5,41,TRTR,Traskorchestia traskiana,NA,NA,NA
Magic,2,9-Aug-22,1,5,41,TRTR,Traskorchestia traskiana,6.88,0.0033,NA
Magic,2,9-Aug-22,2,1,2,TRTR,Traskorchestia traskiana,11.55,0.0413,NA
Magic,2,9-Aug-22,2,1,2,TRTR,Traskorchestia traskiana,9.34,0.0486,NA
OldSitka,4,12-Aug-22,2,1,0,NA,NA,NA,NA,NA
OldSitka,4,12-Aug-22,2,2,0,NA,NA,NA,NA,NA
OldSitka,4,12-Aug-22,2,3,0,NA,NA,NA,NA,NA
OldSitka,4,12-Aug-22,2,4,0,NA,NA,NA,NA,NA
OldSitka,4,12-Aug-22,2,5,0,NA,NA,NA,NA,NA
OldSitka,4,12-Aug-22,1,1,0,NA,NA,NA,NA,NA
OldSitka,4,12-Aug-22,1,2,0,NA,NA,NA,NA,NA
OldSitka,4,12-Aug-22,1,3,0,NA,NA,NA,NA,NA
OldSitka,4,12-Aug-22,1,4,0,NA,NA,NA,NA,NA
OldSitka,4,12-Aug-22,1,5,0,NA,NA,NA,NA,NA
OldSitka,4,12-Aug-22,3,1,0,NA,NA,NA,NA,NA
OldSitka,4,12-Aug-22,3,2,0,NA,NA,NA,NA,NA
OldSitka,4,12-Aug-22,3,3,0,NA,NA,NA,NA,NA
OldSitka,4,12-Aug-22,3,4,0,NA,NA,NA,NA,NA
OldSitka,4,12-Aug-22,3,5,0,NA,NA,NA,NA,NA
Ferry,3,11-Aug-22,1,1,0,NA,NA,NA,NA,NA
Ferry,3,11-Aug-22,1,2,10,TRTR,Traskorchestia traskiana,NA,NA,NA
Ferry,3,11-Aug-22,1,2,10,ISOPOD,NA,4.08,0.0027,NA
Ferry,3,11-Aug-22,1,2,10,ISOPOD,NA,3.88,0.0015,NA
Ferry,3,11-Aug-22,1,2,10,ISOPOD,NA,3.66,0.0012,NA
Ferry,3,11-Aug-22,1,2,10,ISOPOD,NA,NA,NA,NA
Ferry,3,11-Aug-22,1,2,10,ISOPOD,NA,4.25,0.0014,NA
Ferry,3,11-Aug-22,1,2,10,ISOPOD,NA,3.89,0.0018,NA
Ferry,3,11-Aug-22,1,2,10,ISOPOD,NA,4.59,0.0024,NA
Ferry,3,11-Aug-22,1,2,10,ISOPOD,NA,NA,NA,NA
Ferry,3,11-Aug-22,1,2,10,OTHER,NA,NA,0.0038,Rove Beetle: Staphylinidae
Ferry,3,11-Aug-22,1,3,5,ISOPOD,NA,3.78,0.0011,NA
Ferry,3,11-Aug-22,1,3,5,ISOPOD,NA,4.46,0.0019,NA
Ferry,3,11-Aug-22,1,3,5,ISOPOD,NA,4.91,0.0015,NA
Ferry,3,11-Aug-22,1,3,5,ISOPOD,NA,4.74,0.0025,NA
Ferry,3,11-Aug-22,1,3,5,ISOPOD,NA,4.2,0.0014,NA
Ferry,3,11-Aug-22,1,4,5,TRTR,Traskorchestia traskiana,9.92,0.0146,NA
Ferry,3,11-Aug-22,1,4,5,TRTR,Traskorchestia traskiana,8.1,0.0123,NA
Ferry,3,11-Aug-22,1,4,5,TRTR,Traskorchestia traskiana,9.88,0.015,NA
Ferry,3,11-Aug-22,1,4,5,TRTR,Traskorchestia traskiana,8.04,0.0102,NA
Ferry,3,11-Aug-22,1,4,5,TRTR,Traskorchestia traskiana,NA,NA,NA
Ferry,3,11-Aug-22,1,5,0,NA,NA,NA,NA,NA
Magic,2,9-Aug-22,2,5,8,TRTR,Traskorchestia traskiana,10.34,0.037,NA
Magic,2,9-Aug-22,2,5,8,TRTR,Traskorchestia traskiana,10.17,0.0376,NA
Magic,2,9-Aug-22,2,5,8,TRTR,Traskorchestia traskiana,8.1,0.0196,NA
Magic,2,9-Aug-22,2,5,8,TRTR,Traskorchestia traskiana,8.57,0.0126,NA
Magic,2,9-Aug-22,2,5,8,TRTR,Traskorchestia traskiana,10.29,0.0309,NA
Magic,2,9-Aug-22,2,5,8,TRTR,Traskorchestia traskiana,6.11,0.0056,NA
Magic,2,9-Aug-22,2,5,8,TRTR,Traskorchestia traskiana,4.37,0.0022,NA
Magic,2,9-Aug-22,2,5,8,OTHER,NA,NA,0.0041,Kinda seethrough. Amphipod 3
Magic,2,9-Aug-22,3,1,7,TRTR,Traskorchestia traskiana,14.49,0.1149,NA
Magic,2,9-Aug-22,3,1,7,TRTR,Traskorchestia traskiana,15.18,0.1045,NA
Magic,2,9-Aug-22,3,1,7,TRTR,Traskorchestia traskiana,11.93,0.0765,NA
Magic,2,9-Aug-22,3,1,7,TRTR,Traskorchestia traskiana,12.68,0.0543,NA
Magic,2,9-Aug-22,3,1,7,TRTR,Traskorchestia traskiana,10.94,0.0466,NA
Magic,2,9-Aug-22,3,1,7,TRTR,Traskorchestia traskiana,11.74,0.0449,NA
Magic,2,9-Aug-22,3,1,7,TRTR,Traskorchestia traskiana,9.53,0.0315,NA
Magic,2,9-Aug-22,3,2,9,TRTR,Traskorchestia traskiana,10.58,0.0324,NA
Magic,2,9-Aug-22,3,2,9,TRTR,Traskorchestia traskiana,9.84,0.0239,NA
Magic,2,9-Aug-22,3,2,9,TRTR,Traskorchestia traskiana,10.23,0.0274,NA
Magic,2,9-Aug-22,3,2,9,TRTR,Traskorchestia traskiana,10.1,0.0307,NA
Magic,2,9-Aug-22,3,2,9,TRTR,Traskorchestia traskiana,10.89,0.0328,NA
Magic,2,9-Aug-22,3,2,9,TRTR,Traskorchestia traskiana,12.33,0.0541,NA
Magic,2,9-Aug-22,3,2,9,TRTR,Traskorchestia traskiana,10.76,0.0318,NA
Magic,2,9-Aug-22,3,2,9,ISOPOD,NA,4.87,0.0029,NA
Magic,2,9-Aug-22,3,2,9,ISOPOD,NA,4.49,0.003,NA
Magic,2,9-Aug-22,3,3,34,TRTR,Traskorchestia traskiana,NA,NA,NA
Magic,2,9-Aug-22,3,3,34,ISOPOD,NA,NA,NA,NA
Magic,2,9-Aug-22,3,3,34,TRTR,Traskorchestia traskiana,10.21,0.0337,NA
Magic,2,9-Aug-22,3,3,34,TRTR,Traskorchestia traskiana,10.11,0.0299,NA
Magic,2,9-Aug-22,3,3,34,TRTR,Traskorchestia traskiana,12.3,0.07,NA
Magic,2,9-Aug-22,3,3,34,TRTR,Traskorchestia traskiana,10.62,0.0434,NA
Magic,2,9-Aug-22,3,3,34,TRTR,Traskorchestia traskiana,6.68,0.0117,NA
Magic,2,9-Aug-22,3,3,34,TRTR,Traskorchestia traskiana,11.13,0.0275,NA
Magic,2,9-Aug-22,3,3,34,TRTR,Traskorchestia traskiana,5.33,0.0069,NA
Magic,2,9-Aug-22,3,3,34,TRTR,Traskorchestia traskiana,6.38,0.0092,NA
Magic,2,9-Aug-22,3,3,34,TRTR,Traskorchestia traskiana,4.92,0.0072,NA
Magic,2,9-Aug-22,3,3,34,TRTR,Traskorchestia traskiana,5.22,0.0043,NA
Magic,2,9-Aug-22,3,3,34,TRTR,Traskorchestia traskiana,6.56,0.0093,NA
Magic,2,9-Aug-22,3,3,34,TRTR,Traskorchestia traskiana,5.25,0.0045,NA
Magic,2,9-Aug-22,3,3,34,ISOPOD,NA,5.96,0.0063,NA
Magic,2,9-Aug-22,3,3,34,ISOPOD,NA,5.59,0.0054,NA
Magic,2,9-Aug-22,3,3,34,ISOPOD,NA,5.9,0.008,NA
Magic,2,9-Aug-22,3,3,34,ISOPOD,NA,4.52,0.0026,NA
Magic,2,9-Aug-22,3,3,34,ISOPOD,NA,4.05,0.0022,NA
Magic,2,9-Aug-22,3,3,34,ISOPOD,NA,5.75,0.0032,NA
Magic,2,9-Aug-22,3,3,34,ISOPOD,NA,5.99,0.0071,NA
Magic,2,9-Aug-22,3,3,34,ISOPOD,NA,4.5,0.0022,NA
Magic,2,9-Aug-22,3,3,34,ISOPOD,NA,3.87,0.0018,NA
Magic,2,9-Aug-22,3,3,34,ISOPOD,NA,4.6,0.0036,NA
Magic,2,9-Aug-22,3,3,34,ISOPOD,NA,3.14,0.0018,NA
Magic,2,9-Aug-22,3,3,34,ISOPOD,NA,3.59,0.008,NA
Magic,2,9-Aug-22,3,3,34,ISOPOD,NA,3.41,0.0018,NA
Magic,2,9-Aug-22,3,3,34,ISOPOD,NA,3.34,0.0011,NA
Magic,2,9-Aug-22,3,3,34,ISOPOD,NA,4.41,0.0022,NA
Magic,2,9-Aug-22,3,3,34,ISOPOD,NA,3.41,9e-4,NA
Magic,2,9-Aug-22,3,3,34,ISOPOD,NA,5.6,0.0048,NA
Magic,2,9-Aug-22,3,3,34,ISOPOD,NA,5.25,0.0048,NA
Magic,2,9-Aug-22,3,3,34,ISOPOD,NA,4.7,0.0017,NA
Magic,2,9-Aug-22,3,3,34,ISOPOD,NA,4.65,0.0032,NA
Magic,2,9-Aug-22,3,4,22,TRTR,Traskorchestia traskiana,4.95,0.0022,NA
Magic,2,9-Aug-22,3,4,22,TRTR,Traskorchestia traskiana,4.86,0.0029,NA
Magic,2,9-Aug-22,3,4,22,TRTR,Traskorchestia traskiana,4.65,0.0023,NA
Magic,2,9-Aug-22,3,4,22,TRTR,Traskorchestia traskiana,6.25,0.0065,NA
Magic,2,9-Aug-22,3,4,22,TRTR,Traskorchestia traskiana,10.72,0.0305,NA
Magic,2,9-Aug-22,3,4,22,TRTR,Traskorchestia traskiana,14.5,0.1182,NA
Magic,2,9-Aug-22,3,4,22,TRTR,Traskorchestia traskiana,15.98,0.1326,NA
Magic,2,9-Aug-22,3,4,22,TRTR,Traskorchestia traskiana,12.46,0.044,NA
Magic,2,9-Aug-22,3,4,22,TRTR,Traskorchestia traskiana,8.93,0.024,NA
Magic,2,9-Aug-22,3,4,22,TRTR,Traskorchestia traskiana,14.7,0.0759,NA
Magic,2,9-Aug-22,3,4,22,TRTR,Traskorchestia traskiana,10.37,0.0276,NA
Magic,2,9-Aug-22,3,4,22,TRTR,Traskorchestia traskiana,18.95,0.1459,NA
Magic,2,9-Aug-22,3,4,22,TRTR,Traskorchestia traskiana,NA,NA,NA
Magic,2,9-Aug-22,3,4,22,TRTR,Traskorchestia traskiana,NA,NA,NA
Magic,2,9-Aug-22,3,4,22,TRTR,Traskorchestia traskiana,10.73,0.0336,NA
Magic,2,9-Aug-22,3,4,22,TRTR,Traskorchestia traskiana,11.19,0.0317,NA
Magic,2,9-Aug-22,3,4,22,TRTR,Traskorchestia traskiana,14.53,0.0874,NA
Magic,2,9-Aug-22,3,4,22,TRTR,Traskorchestia traskiana,14.13,0.0781,NA
Magic,2,9-Aug-22,3,4,22,TRTR,Traskorchestia traskiana,10.16,0.0305,NA
Magic,2,9-Aug-22,3,4,22,TRTR,Traskorchestia traskiana,16.41,0.117,NA
Magic,2,9-Aug-22,3,4,22,TRTR,Traskorchestia traskiana,12.75,0.0511,NA
Magic,2,9-Aug-22,3,4,22,TRTR,Traskorchestia traskiana,11.98,0.0479,NA
Magic,2,9-Aug-22,3,5,57,TRTR,Traskorchestia traskiana,6.93,0.0108,NA
Magic,2,9-Aug-22,3,5,57,TRTR,Traskorchestia traskiana,7.7,0.0132,NA
Magic,2,9-Aug-22,3,5,57,TRTR,Traskorchestia traskiana,6.23,0.0099,NA
Magic,2,9-Aug-22,3,5,57,TRTR,Traskorchestia traskiana,NA,NA,NA
Magic,2,9-Aug-22,3,5,57,TRTR,Traskorchestia traskiana,6.44,0.0064,NA
Magic,2,9-Aug-22,3,5,57,TRTR,Traskorchestia traskiana,6.73,0.0085,NA
Magic,2,9-Aug-22,3,5,57,TRTR,Traskorchestia traskiana,6.83,0.0079,NA
Magic,2,9-Aug-22,3,5,57,TRTR,Traskorchestia traskiana,6.01,0.0059,NA
Magic,2,9-Aug-22,3,5,57,TRTR,Traskorchestia traskiana,6.8,0.0091,NA
Magic,2,9-Aug-22,3,5,57,TRTR,Traskorchestia traskiana,6.69,0.0079,NA
Magic,2,9-Aug-22,3,5,57,TRTR,Traskorchestia traskiana,8.81,0.0188,NA
Magic,2,9-Aug-22,3,5,57,TRTR,Traskorchestia traskiana,10.64,0.0255,NA
Magic,2,9-Aug-22,3,5,57,TRTR,Traskorchestia traskiana,7.64,0.0111,NA
Magic,2,9-Aug-22,3,5,57,TRTR,Traskorchestia traskiana,6.84,0.0107,NA
Magic,2,9-Aug-22,3,5,57,TRTR,Traskorchestia traskiana,9.98,0.0287,NA
Magic,2,9-Aug-22,3,5,57,TRTR,Traskorchestia traskiana,9.66,0.0267,NA
Magic,2,9-Aug-22,3,5,57,TRTR,Traskorchestia traskiana,5.61,0.0064,NA
Magic,2,9-Aug-22,3,5,57,TRTR,Traskorchestia traskiana,7,0.0095,NA
Magic,2,9-Aug-22,3,5,57,TRTR,Traskorchestia traskiana,7.84,0.0135,NA
Magic,2,9-Aug-22,3,5,57,TRTR,Traskorchestia traskiana,7.35,0.0085,NA
Magic,2,9-Aug-22,3,5,57,TRTR,Traskorchestia traskiana,8.95,0.0213,NA
Magic,2,9-Aug-22,3,5,57,TRTR,Traskorchestia traskiana,6.65,0.0092,NA
Magic,2,9-Aug-22,3,5,57,TRTR,Traskorchestia traskiana,8.62,0.0162,NA
Magic,2,9-Aug-22,3,5,57,TRTR,Traskorchestia traskiana,9.12,0.0259,NA
Magic,2,9-Aug-22,3,5,57,TRTR,Traskorchestia traskiana,7.01,0.0092,NA
Magic,2,9-Aug-22,3,5,57,TRTR,Traskorchestia traskiana,7.59,0.012,NA
Magic,2,9-Aug-22,3,5,57,TRTR,Traskorchestia traskiana,5.25,0.0064,NA
Magic,2,9-Aug-22,3,5,57,TRTR,Traskorchestia traskiana,8.2,0.0197,NA
Magic,2,9-Aug-22,3,5,57,TRTR,Traskorchestia traskiana,5.56,0.0046,NA
